record_id,run_id,dictionary_version,tagset_version,export_version,timestamp_iso,coder_id,coder_action,igo,attribute_code,attribute_label,indicator_id,indicator_label,doc_family_inferred,evidence_tier,source_title,source_type,source_year,source_lang,article_section_page,page_in_pdf,source_uri,excerpt_<=50w,matrix_cell_text_full,coded_value,decision_rationale,review_note,excerpt_full,quoted_or_paraphrased,instrument_title,instrument_type,trace_key,retrieval_set,coder_action_std,attribute_code_final,tfidf_cosine
TLF-V6-000407,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-21T19:16:29Z,IA,Accept,Division for Ocean Affairs and the Law of the Sea (UN DOALOS),IIR,Inter-Institutional Relationships,IND_IIR_RELATIONS,Formal inter-institutional partnerships and mechanisms,Foundational legal instrument,Substantiation/References,Statute Article 5 (https://www,Statute/Charter,—,EN,Article 4,—,https://www.un.org/en/development/desa/population/migration/generalassembly/docs/globalcompact/A_RES_57_141.pdf,"scientific understanding and decision-making, involving a Group of Experts and a Working Group, with terms detailed in resolution 57/141 (https://www.un.org/en/development/desa/population/migration/generalassembly/docs/globalcompact/A_RES_57_141.pdf). Moreover, DOALOS provides capacity-building assistance to developing countries in the field of ocean affairs and the law of the sea, through training, fellowships, technical assistance, and financial support (https://www.un.org/ola/en/content/div-doalos).","DOALOS collaborates with key organizations to support ocean governance. It liaises with the International Seabed Authority (ISA), implementing a relationship agreement effective since 25 July 1996, as per UNCLOS Annex III Article 4 and the 1994 Agreement Article 177, detailed in resolution 48/263 (https://documents.un.org/doc/undoc/gen/n94/332/98/pdf/n9433298.pdf?token=YhD8GNV5K9pWhEpVuW&fe=true). Similarly, DOALOS maintains a relationship with the International Tribunal for the Law of the Sea (ITLOS), providing administrative support based on an agreement aligned with the Tribunal's Statute Article 5 (https://www.itlos.org/fileadmin/itlos/documents/basic_texts/statute_en.pdf) and the 1994 Agreement Article 178, detailed in resolution 51/204 (https://documents.un.org/doc/undoc/gen/n97/769/51/pdf/n9776951.pdf?token=FFhG7JOPZn4wAkSphS&fe=true). Additionally, DOALOS supports the Commission on the Limits of the Continental Shelf (CLCS) by providing technical assistance and facilities, aiding developing states in their submissions, with its functions detailed in CLCS Rules of Procedure and Annex II of UNCLOS (https://documents.un.org/doc/undoc/gen/n08/309/23/pdf/n0830923.pdf?token=KvJ2MrzDVqwVV4OiQU&fe=true). It also services the Informal Consultative Process (ICP) on Oceans and the Law of the Sea, preparing related reports, with its mandate in resolution 54/33 (http://www.worldlii.org/int/other/UNGA/1999/71.pdf). Moreover, DOALOS facilitates the Regular Process for Global Reporting and Assessment of the Marine Environment, established in 2002, to enhance scientific understanding and decision-making, involving a Group of Experts and a Working Group, with terms detailed in resolution 57/141 (https://www.un.org/en/development/desa/population/migration/generalassembly/docs/globalcompact/A_RES_57_141.pdf). Moreover, DOALOS provides capacity-building assistance to developing countries in the field of ocean affairs and the law of the sea, through training, fellowships, technical assistance, and financial support (https://www.un.org/ola/en/content/div-doalos).",status=accepted; attribute=IIR; indicator=IIR_mechanism,Relationship mechanism confirmed; retained with provenance metadata.,Founding instrument evidence: formal cooperation reference captured (Article 4); coded as IIR (distinct from VC/HC).,—,—,—,—,f7261fa7d3fe775b4028a845ebf55903b1e2ccf6,attributes,ACCEPT,IIR,0.0
TLF-V6-000408,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-22T00:13:38Z,IA,Re-tag,Division for Ocean Affairs and the Law of the Sea (UN DOALOS),IIR,Inter-Institutional Relationships,IND_IIR_RELATIONS,Formal inter-institutional partnerships and mechanisms,Foundational legal instrument,Substantiation/References,Statute Article 5 (https://www,Statute/Charter,—,EN,Article 4,—,https://www.un.org/ola/en/content/div-doalos,"DOALOS collaborates with key organizations to support ocean governance. It liaises with the International Seabed Authority (ISA), implementing a relationship agreement effective since 25 July 1996, as per UNCLOS Annex III Article 4 and the 1994 Agreement Article 177, detailed in resolution 48/263 (https://documents.un.org/doc/undoc/gen/n94/332/98/pdf/n9433298.pdf?token=YhD8GNV5K9pWhEpVuW&fe=true). Similarly, DOALOS maintains a relationship with","DOALOS collaborates with key organizations to support ocean governance. It liaises with the International Seabed Authority (ISA), implementing a relationship agreement effective since 25 July 1996, as per UNCLOS Annex III Article 4 and the 1994 Agreement Article 177, detailed in resolution 48/263 (https://documents.un.org/doc/undoc/gen/n94/332/98/pdf/n9433298.pdf?token=YhD8GNV5K9pWhEpVuW&fe=true). Similarly, DOALOS maintains a relationship with the International Tribunal for the Law of the Sea (ITLOS), providing administrative support based on an agreement aligned with the Tribunal's Statute Article 5 (https://www.itlos.org/fileadmin/itlos/documents/basic_texts/statute_en.pdf) and the 1994 Agreement Article 178, detailed in resolution 51/204 (https://documents.un.org/doc/undoc/gen/n97/769/51/pdf/n9776951.pdf?token=FFhG7JOPZn4wAkSphS&fe=true). Additionally, DOALOS supports the Commission on the Limits of the Continental Shelf (CLCS) by providing technical assistance and facilities, aiding developing states in their submissions, with its functions detailed in CLCS Rules of Procedure and Annex II of UNCLOS (https://documents.un.org/doc/undoc/gen/n08/309/23/pdf/n0830923.pdf?token=KvJ2MrzDVqwVV4OiQU&fe=true). It also services the Informal Consultative Process (ICP) on Oceans and the Law of the Sea, preparing related reports, with its mandate in resolution 54/33 (http://www.worldlii.org/int/other/UNGA/1999/71.pdf). Moreover, DOALOS facilitates the Regular Process for Global Reporting and Assessment of the Marine Environment, established in 2002, to enhance scientific understanding and decision-making, involving a Group of Experts and a Working Group, with terms detailed in resolution 57/141 (https://www.un.org/en/development/desa/population/migration/generalassembly/docs/globalcompact/A_RES_57_141.pdf). Moreover, DOALOS provides capacity-building assistance to developing countries in the field of ocean affairs and the law of the sea, through training, fellowships, technical assistance, and financial support (https://www.un.org/ola/en/content/div-doalos).",status=accepted; attribute=IIR; indicator=IIR_mechanism,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,"Re-tagged from HC candidate set: excerpt evidences a formal relationship with a named counterpart (e.g., MoU/joint programme/agreement); retained under IIR.",—,—,—,—,e8e09534f09bde75c76575b69459153df1a8dedd,attributes,RETAG,IIR,0.0
TLF-V6-000409,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-22T10:07:54Z,IA,Accept,Climate Change Secretariat,YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Foundational legal instrument,Substantiation/References,Foundational/operational source (named in cell),Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,1992.0,1992.0,status=accepted; attribute=YE; indicator=YE_date,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: founding year extracted (Not specified (see narrative/citations in cell text)); checked against instrument header/preamble.,—,—,—,—,579770401e023e21112135535fbc6446923955b9,attributes,ACCEPT,YE,0.0
TLF-V6-000410,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-22T20:02:10Z,IA,Accept,Climate Change Secretariat,SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Foundational legal instrument,Substantiation/References,Foundational/operational source (named in cell),Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,Global,Global,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: global mandate support (membership/remit) captured (Not specified (see narrative/citations in cell text)); used for scale gate/descriptor.,—,—,—,—,c9ff48326dc9b834ae73d97f5c6c5a75d60884d0,scale_gate,ACCEPT,SCL,0.27002604662797214
TLF-V6-000411,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-23T05:56:27Z,IA,Accept,Climate Change Secretariat,SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Foundational legal instrument,Substantiation/References,Convention on Climate Change (UNFCCC) (https://unfccc,Convention,—,EN,Article s,—,https://unfccc.int/resource/docs/convkp/conveng.pdf,"The UNFCCC Secretariat derives its mandate from the United Nations Framework Convention on Climate Change (UNFCCC) (https://unfccc.int/resource/docs/convkp/conveng.pdf). Additionally, the UNFCCC Secretariat's jurisdiction is influenced by the Kyoto Protocol , and the Paris Agreement. These agreements, particularly Articles 2-7 of the Kyoto Protocol ((https://unfccc.int/resource/docs/convkp/kpeng.pdf)) and Articles 2-15 of the Paris Agreement","The UNFCCC Secretariat derives its mandate from the United Nations Framework Convention on Climate Change (UNFCCC) (https://unfccc.int/resource/docs/convkp/conveng.pdf). Additionally, the UNFCCC Secretariat's jurisdiction is influenced by the Kyoto Protocol , and the Paris Agreement. These agreements, particularly Articles 2-7 of the Kyoto Protocol  ((https://unfccc.int/resource/docs/convkp/kpeng.pdf)) and Articles 2-15 of the Paris Agreement (https://unfccc.int/files/meetings/paris_nov_2015/application/pdf/paris_agreement_english_.pdf?gclid=CjwKCAiA98WrBhAYEiwA2WvhOmz_K80dVb1ZLjpfckneL_gnl1kyg-FWmkaJwOJ86ZhIyhM-JyjQjBoCAJIQAvD_BwE), outline the areas of cooperation, communication, and compliance between the UNFCCC Secretariat and the parties and stakeholders of the convention and its protocols",status=accepted; attribute=SoJ; indicator=SoJ_article,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: legal basis clause captured (Article s); coded as SoJ with citation anchor where available.,—,—,—,—,6117da2add5f8208c1841eb019499c631ff859c2,attributes,ACCEPT,SoJ,0.01302893201416134
TLF-V6-000412,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-23T10:53:35Z,IA,Accept,Climate Change Secretariat,SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Foundational legal instrument,Substantiation/References,Convention on Climate Change (UNFCCC) (https://unfccc,Convention,—,EN,Article s,—,https://unfccc.int/resource/docs/convkp/kpeng.pdf,"influenced by the Kyoto Protocol , and the Paris Agreement. These agreements, particularly Articles 2-7 of the Kyoto Protocol ((https://unfccc.int/resource/docs/convkp/kpeng.pdf)) and Articles 2-15 of the Paris Agreement (https://unfccc.int/files/meetings/paris_nov_2015/application/pdf/paris_agreement_english_.pdf?gclid=CjwKCAiA98WrBhAYEiwA2WvhOmz_K80dVb1ZLjpfckneL_gnl1kyg-FWmkaJwOJ86ZhIyhM-JyjQjBoCAJIQAvD_BwE), outline the areas of cooperation, communication, and compliance between the UNFCCC Secretariat and the parties and stakeholders of the convention and its","The UNFCCC Secretariat derives its mandate from the United Nations Framework Convention on Climate Change (UNFCCC) (https://unfccc.int/resource/docs/convkp/conveng.pdf). Additionally, the UNFCCC Secretariat's jurisdiction is influenced by the Kyoto Protocol , and the Paris Agreement. These agreements, particularly Articles 2-7 of the Kyoto Protocol  ((https://unfccc.int/resource/docs/convkp/kpeng.pdf)) and Articles 2-15 of the Paris Agreement (https://unfccc.int/files/meetings/paris_nov_2015/application/pdf/paris_agreement_english_.pdf?gclid=CjwKCAiA98WrBhAYEiwA2WvhOmz_K80dVb1ZLjpfckneL_gnl1kyg-FWmkaJwOJ86ZhIyhM-JyjQjBoCAJIQAvD_BwE), outline the areas of cooperation, communication, and compliance between the UNFCCC Secretariat and the parties and stakeholders of the convention and its protocols",status=accepted; attribute=SoJ; indicator=SoJ_article,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: jurisdictional source located (Article s); used to populate SoJ with traceable citation.,—,—,—,—,ede4562c735a10535586865071c13fb7c47c4e37,attributes,ACCEPT,SoJ,0.0
TLF-V6-000413,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-23T15:50:43Z,IA,Accept,Climate Change Secretariat,SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Foundational legal instrument,Substantiation/References,Convention on Climate Change (UNFCCC) (https://unfccc,Convention,—,EN,Article s,—,https://unfccc.int/files/meetings/paris_nov_2015/application/pdf/paris_agreement_english_.pdf?gclid=CjwKCAiA98WrBhAYEiwA2WvhOmz_K80dVb1ZLjpfckneL_gnl1kyg-FWmkaJwOJ86ZhIyhM-JyjQjBoCAJIQAvD_BwE,"Paris Agreement. These agreements, particularly Articles 2-7 of the Kyoto Protocol ((https://unfccc.int/resource/docs/convkp/kpeng.pdf)) and Articles 2-15 of the Paris Agreement (https://unfccc.int/files/meetings/paris_nov_2015/application/pdf/paris_agreement_english_.pdf?gclid=CjwKCAiA98WrBhAYEiwA2WvhOmz_K80dVb1ZLjpfckneL_gnl1kyg-FWmkaJwOJ86ZhIyhM-JyjQjBoCAJIQAvD_BwE), outline the areas of cooperation, communication, and compliance between the UNFCCC Secretariat and the parties and stakeholders of the convention and its protocols","The UNFCCC Secretariat derives its mandate from the United Nations Framework Convention on Climate Change (UNFCCC) (https://unfccc.int/resource/docs/convkp/conveng.pdf). Additionally, the UNFCCC Secretariat's jurisdiction is influenced by the Kyoto Protocol , and the Paris Agreement. These agreements, particularly Articles 2-7 of the Kyoto Protocol  ((https://unfccc.int/resource/docs/convkp/kpeng.pdf)) and Articles 2-15 of the Paris Agreement (https://unfccc.int/files/meetings/paris_nov_2015/application/pdf/paris_agreement_english_.pdf?gclid=CjwKCAiA98WrBhAYEiwA2WvhOmz_K80dVb1ZLjpfckneL_gnl1kyg-FWmkaJwOJ86ZhIyhM-JyjQjBoCAJIQAvD_BwE), outline the areas of cooperation, communication, and compliance between the UNFCCC Secretariat and the parties and stakeholders of the convention and its protocols",status=accepted; attribute=SoJ; indicator=SoJ_article,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: jurisdictional source located (Article s); used to populate SoJ with traceable citation.,—,—,—,—,90f3aef013a67ea5766781d2721a64b976d2798e,attributes,ACCEPT,SoJ,0.0
TLF-V6-000414,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-24T01:44:59Z,IA,Accept,Climate Change Secretariat,DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Foundational legal instrument,Substantiation/References,"Convention include organizing and servicing sessions of the Conference of the Parties and its subsidiary bodies (Article 8, paragraph 2 (a))",Convention,—,EN,Article 8,—,https://unfccc.int/resource/docs/convkp/conveng.pdf,"The secretariat's duties under the Convention include organizing and servicing sessions of the Conference of the Parties and its subsidiary bodies (Article 8, paragraph 2 (a)); compiling and transmitting reports from Parties and other sources, and supporting technical and financial assistance to Parties, particularly developing countries, for Convention compliance (Article","The secretariat's duties under the Convention include organizing and servicing sessions of the Conference of the Parties and its subsidiary bodies (Article 8, paragraph 2 (a)); compiling and transmitting reports from Parties and other sources, and supporting technical and financial assistance to Parties, particularly developing countries, for Convention compliance (Article 8, paragraphs 2 (b), (c), and 7); preparing and presenting activity reports to the Conference of the Parties and coordinating with relevant international organizations (Article 8, paragraphs 2 (d) and (e)); handling administrative and contractual arrangements as directed by the Conference of the Parties for effective functioning (Article 8, paragraph 2 (f)); and executing other specified secretariat roles in the Convention, its protocols, and tasks assigned by the Conference of the Parties (Article 8, paragraph 2 (g)). These responsibilities are key to ensuring effective implementation and coordination within the Convention's framework. (https://unfccc.int/resource/docs/convkp/conveng.pdf)",status=accepted; attribute=DO; indicator=DO_purpose,Checked for construct fit; retained with source pointer.,Founding instrument evidence: goal language located (Article 8); retained for DO with provenance.,—,—,—,—,d80afd50878a91be4dcc7c29375888c8f4ca7149,attributes,ACCEPT,DO,0.0
TLF-V6-000415,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-24T11:39:16Z,IA,Accept,Climate Change Secretariat,STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Foundational legal instrument,Substantiation/References,"Convention, the Kyoto Protocol, and the Paris Agreement, addressing adaptation, mitigation, finance, technology, transparency, and capacity-building, with key instruments listed here (https://sdg",Convention,—,EN,Not specified (see narrative/citations in cell text),—,https://unfccc.int/sites/default/files/resource/sbi2021_04E.pdf,"and ratified by the Conference of the Parties, detail activities, outputs, indicators, and resources corresponding to each strategic objective (https://unfccc.int/sites/default/files/resource/sbi2021_04E.pdf). The current budget and workplan for 2022-2023 are tailored to the Parties' needs and stakeholders' priorities, as outlined in decision FCCC/SBI/2021/4/Add (https://unfccc.int/sites/default/files/resource/sbi2022_inf03.pdf). It also maintains the registry for Nationally Determined","The UNFCCC Secretariat executes its objectives via several strategies: firstly, a six-year Strategic Plan, revised biennially by the Conference of the Parties, which establishes the secretariat's vision, mission, strategic goals, core functions, and targets. This plan, applicable for 2020-2025, aligns with the Paris Agreement and the 2030 Agenda for Sustainable Development, detailed in decision 18/CP.25. Secondly, a biennial programme budget and workplan, devised by the secretariat and ratified by the Conference of the Parties, detail activities, outputs, indicators, and resources corresponding to each strategic objective (https://unfccc.int/sites/default/files/resource/sbi2021_04E.pdf). The current budget and workplan for 2022-2023 are tailored to the Parties' needs and stakeholders' priorities, as outlined in decision FCCC/SBI/2021/4/Add (https://unfccc.int/sites/default/files/resource/sbi2022_inf03.pdf). It also maintains the registry for Nationally Determined Contributions (NDC) established under the Paris Agreement, a key aspect of the implementation of the Paris Agreement (https://www4.unfccc.int/sites/ndcstaging/Pages/Home.aspx?_gl=1*ewhacw*_ga*MjAxOTI0NTk2NC4xNzAxOTkxOTI3*_ga_7ZZWT14N79*MTcwMTk5MTkyOC4xLjEuMTcwMTk5ODIxNC4wLjAuMA..). Finally, various agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the Convention, the Kyoto Protocol, and the Paris Agreement, addressing adaptation, mitigation, finance, technology, transparency, and capacity-building, with key instruments listed here (https://sdg.iisd.org/news/unfccc-closes-2020-with-28-long-term-low-emission-development-strategies/).",status=accepted; attribute=STR; indicator=STR_family,Checked for construct fit; retained with source pointer.,"Founding instrument evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'mixed strategy references'.",—,—,—,—,7bd3efb0c1497c339ad2a5465d3b77efdc7f3e37,attributes,ACCEPT,STR,0.0
TLF-V6-000416,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-24T16:36:24Z,IA,Accept,Climate Change Secretariat,STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Foundational legal instrument,Substantiation/References,"Convention, the Kyoto Protocol, and the Paris Agreement, addressing adaptation, mitigation, finance, technology, transparency, and capacity-building, with key instruments listed here (https://sdg",Convention,—,EN,Not specified (see narrative/citations in cell text),—,https://unfccc.int/sites/default/files/resource/sbi2022_inf03.pdf,"budget and workplan for 2022-2023 are tailored to the Parties' needs and stakeholders' priorities, as outlined in decision FCCC/SBI/2021/4/Add (https://unfccc.int/sites/default/files/resource/sbi2022_inf03.pdf). It also maintains the registry for Nationally Determined Contributions (NDC) established under the Paris Agreement, a key aspect of the implementation of the Paris Agreement (https://www4.unfccc.int/sites/ndcstaging/Pages/Home.aspx?_gl=1*ewhacw*_ga*MjAxOTI0NTk2NC4xNzAxOTkxOTI3*_ga_7ZZWT14N79*MTcwMTk5MTkyOC4xLjEuMTcwMTk5ODIxNC4wLjAuMA..). Finally, various agreements, mechanisms,","The UNFCCC Secretariat executes its objectives via several strategies: firstly, a six-year Strategic Plan, revised biennially by the Conference of the Parties, which establishes the secretariat's vision, mission, strategic goals, core functions, and targets. This plan, applicable for 2020-2025, aligns with the Paris Agreement and the 2030 Agenda for Sustainable Development, detailed in decision 18/CP.25. Secondly, a biennial programme budget and workplan, devised by the secretariat and ratified by the Conference of the Parties, detail activities, outputs, indicators, and resources corresponding to each strategic objective (https://unfccc.int/sites/default/files/resource/sbi2021_04E.pdf). The current budget and workplan for 2022-2023 are tailored to the Parties' needs and stakeholders' priorities, as outlined in decision FCCC/SBI/2021/4/Add (https://unfccc.int/sites/default/files/resource/sbi2022_inf03.pdf). It also maintains the registry for Nationally Determined Contributions (NDC) established under the Paris Agreement, a key aspect of the implementation of the Paris Agreement (https://www4.unfccc.int/sites/ndcstaging/Pages/Home.aspx?_gl=1*ewhacw*_ga*MjAxOTI0NTk2NC4xNzAxOTkxOTI3*_ga_7ZZWT14N79*MTcwMTk5MTkyOC4xLjEuMTcwMTk5ODIxNC4wLjAuMA..). Finally, various agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the Convention, the Kyoto Protocol, and the Paris Agreement, addressing adaptation, mitigation, finance, technology, transparency, and capacity-building, with key instruments listed here (https://sdg.iisd.org/news/unfccc-closes-2020-with-28-long-term-low-emission-development-strategies/).",status=accepted; attribute=STR; indicator=STR_family,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: operational instrument referenced (Not specified (see narrative/citations in cell text)); coded as STR (mixed strategy references) for comparable scoring.,—,—,—,—,8b4c507588f4c2393a2869904b5bd1497afa9454,attributes,ACCEPT,STR,0.0
TLF-V6-000417,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-24T21:33:32Z,IA,Accept,Climate Change Secretariat,STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Foundational legal instrument,Substantiation/References,"Convention, the Kyoto Protocol, and the Paris Agreement, addressing adaptation, mitigation, finance, technology, transparency, and capacity-building, with key instruments listed here (https://sdg",Convention,—,EN,Not specified (see narrative/citations in cell text),—,https://www4.unfccc.int/sites/ndcstaging/Pages/Home.aspx?_gl=1*ewhacw*_ga*MjAxOTI0NTk2NC4xNzAxOTkxOTI3*_ga_7ZZWT14N79*MTcwMTk5MTkyOC4xLjEuMTcwMTk5ODIxNC4wLjAuMA,"Nationally Determined Contributions (NDC) established under the Paris Agreement, a key aspect of the implementation of the Paris Agreement (https://www4.unfccc.int/sites/ndcstaging/Pages/Home.aspx?_gl=1*ewhacw*_ga*MjAxOTI0NTk2NC4xNzAxOTkxOTI3*_ga_7ZZWT14N79*MTcwMTk5MTkyOC4xLjEuMTcwMTk5ODIxNC4wLjAuMA..). Finally, various agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the Convention, the Kyoto Protocol, and the Paris Agreement, addressing adaptation, mitigation, finance, technology, transparency, and capacity-building,","The UNFCCC Secretariat executes its objectives via several strategies: firstly, a six-year Strategic Plan, revised biennially by the Conference of the Parties, which establishes the secretariat's vision, mission, strategic goals, core functions, and targets. This plan, applicable for 2020-2025, aligns with the Paris Agreement and the 2030 Agenda for Sustainable Development, detailed in decision 18/CP.25. Secondly, a biennial programme budget and workplan, devised by the secretariat and ratified by the Conference of the Parties, detail activities, outputs, indicators, and resources corresponding to each strategic objective (https://unfccc.int/sites/default/files/resource/sbi2021_04E.pdf). The current budget and workplan for 2022-2023 are tailored to the Parties' needs and stakeholders' priorities, as outlined in decision FCCC/SBI/2021/4/Add (https://unfccc.int/sites/default/files/resource/sbi2022_inf03.pdf). It also maintains the registry for Nationally Determined Contributions (NDC) established under the Paris Agreement, a key aspect of the implementation of the Paris Agreement (https://www4.unfccc.int/sites/ndcstaging/Pages/Home.aspx?_gl=1*ewhacw*_ga*MjAxOTI0NTk2NC4xNzAxOTkxOTI3*_ga_7ZZWT14N79*MTcwMTk5MTkyOC4xLjEuMTcwMTk5ODIxNC4wLjAuMA..). Finally, various agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the Convention, the Kyoto Protocol, and the Paris Agreement, addressing adaptation, mitigation, finance, technology, transparency, and capacity-building, with key instruments listed here (https://sdg.iisd.org/news/unfccc-closes-2020-with-28-long-term-low-emission-development-strategies/).",status=accepted; attribute=STR; indicator=STR_family,Relevant to indicator; retained after contextual read-through.,"Founding instrument evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'data/knowledge services'.",—,—,—,—,bf16818bdc04a6db72a41bb83d2b35d52be34132,attributes,ACCEPT,STR,0.0
TLF-V6-000418,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-11-25T02:30:40Z,IA,Accept,Climate Change Secretariat,STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Foundational legal instrument,Substantiation/References,"Convention, the Kyoto Protocol, and the Paris Agreement, addressing adaptation, mitigation, finance, technology, transparency, and capacity-building, with key instruments listed here (https://sdg",Convention,—,EN,Not specified (see narrative/citations in cell text),—,https://sdg.iisd.org/news/unfccc-closes-2020-with-28-long-term-low-emission-development-strategies/,"The UNFCCC Secretariat executes its objectives via several strategies: firstly, a six-year Strategic Plan, revised biennially by the Conference of the Parties, which establishes the secretariat's vision, mission, strategic goals, core functions, and targets. This plan, applicable for 2020-2025, aligns with the Paris Agreement and the 2030 Agenda for Sustainable","The UNFCCC Secretariat executes its objectives via several strategies: firstly, a six-year Strategic Plan, revised biennially by the Conference of the Parties, which establishes the secretariat's vision, mission, strategic goals, core functions, and targets. This plan, applicable for 2020-2025, aligns with the Paris Agreement and the 2030 Agenda for Sustainable Development, detailed in decision 18/CP.25. Secondly, a biennial programme budget and workplan, devised by the secretariat and ratified by the Conference of the Parties, detail activities, outputs, indicators, and resources corresponding to each strategic objective (https://unfccc.int/sites/default/files/resource/sbi2021_04E.pdf). The current budget and workplan for 2022-2023 are tailored to the Parties' needs and stakeholders' priorities, as outlined in decision FCCC/SBI/2021/4/Add (https://unfccc.int/sites/default/files/resource/sbi2022_inf03.pdf). It also maintains the registry for Nationally Determined Contributions (NDC) established under the Paris Agreement, a key aspect of the implementation of the Paris Agreement (https://www4.unfccc.int/sites/ndcstaging/Pages/Home.aspx?_gl=1*ewhacw*_ga*MjAxOTI0NTk2NC4xNzAxOTkxOTI3*_ga_7ZZWT14N79*MTcwMTk5MTkyOC4xLjEuMTcwMTk5ODIxNC4wLjAuMA..). Finally, various agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the Convention, the Kyoto Protocol, and the Paris Agreement, addressing adaptation, mitigation, finance, technology, transparency, and capacity-building, with key instruments listed here (https://sdg.iisd.org/news/unfccc-closes-2020-with-28-long-term-low-emission-development-strategies/).",status=accepted; attribute=STR; indicator=STR_family,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: operational instrument referenced (Not specified (see narrative/citations in cell text)); coded as STR (mixed strategy references) for comparable scoring.,—,—,—,—,41e7ae3c1440976cead76c52ed508008d9c4e36b,attributes,ACCEPT,STR,0.017338925859088732
