parent_theme_id,parent_theme_label,candidate_term,candidate_term_norm,candidate_score,pilot_docfreq,stem_score,name_noise_flag,candidate_source
TH003,Legitimacy,makers practice,makers practice,4.630901688124547,0,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,suggests science,suggests science,4.630901688124547,0,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,schimmelfennig,schimmelfennig,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,definition authority,definition authority,4.430208997237443,1,1,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,single source,single source,4.430208997237443,2,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,decisionmaking organizational,decisionmaking organizational,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,broader patterns social,broader patterns social,4.430208997237443,0,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,state compliance role,state compliance role,4.430208997237443,1,1,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,leadership secretariat,leadership secretariat,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,shared consultations,shared consultations,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,develop usable,develop usable,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,leadership secretariat status,leadership secretariat status,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,experts source revenue,experts source revenue,4.430208997237443,0,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,means information,means information,4.430208997237443,0,1,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,compliance role ngos,compliance role ngos,4.430208997237443,0,1,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,source revenue administration,source revenue administration,4.430208997237443,0,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,revenue administration local,revenue administration local,4.430208997237443,0,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,revenue administration,revenue administration,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,linkage problem,linkage problem,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,decisionmaking organizational experience,decisionmaking organizational experience,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,theory suggests,theory suggests,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,develop usable knowledge,develop usable knowledge,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,theory suggests science,theory suggests science,4.430208997237443,0,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,policy advocates,policy advocates,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH003,Legitimacy,experience issue,experience issue,4.430208997237443,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,hlpf,hlpf,6.373619655797134,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,ocampo,ocampo,6.113957274447639,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,durham john,durham john,5.862529471766551,0,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,answerability,answerability,5.862529471766551,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,arteaga,arteaga,5.762408224599051,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,omez,omez,5.762408224599051,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,omez arteaga,omez arteaga,5.762408224599051,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,jos antonio,jos antonio,5.525943873597454,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,jos antonio ocampo,jos antonio ocampo,5.525943873597454,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,antonio,antonio,5.525943873597454,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,fulﬁlling,fulﬁlling,5.525943873597454,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,antonio ocampo,antonio ocampo,5.525943873597454,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,natalie omez arteaga,natalie omez arteaga,5.525943873597454,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,natalie omez,natalie omez,5.525943873597454,1,0,False,pilot_logodds_distinctive_ngram
TH004,Accountability,natalie,natalie,5.525943873597454,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,letters,letters,4.976500625609502,2,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,activities sectors,activities sectors,4.976500625609502,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,ensure energy,ensure energy,4.976500625609502,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,countries governance systems,countries governance systems,4.976500625609502,1,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,countries governance,countries governance,4.976500625609502,1,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,private operators,private operators,4.976500625609502,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,service provider,service provider,4.976500625609502,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,recursive,recursive,4.976500625609502,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,wssd goals redirection,wssd goals redirection,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,mandate provide,mandate provide,4.639982154765709,0,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,buch,buch,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,logo,logo,4.639982154765709,2,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,activities sectors health,activities sectors health,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,public goods second,public goods second,4.639982154765709,2,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,activities global,activities global,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,water resources water,water resources water,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,public groups,public groups,4.639982154765709,0,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,differential treatment,differential treatment,4.639982154765709,2,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,raise profile,raise profile,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,interests member states,interests member states,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,groups fact,groups fact,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,sustainable development participation,sustainable development participation,4.639982154765709,1,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,effective health environment,effective health environment,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,effective health,effective health,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,need based,need based,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,market distortions,market distortions,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,direct financing,direct financing,4.639982154765709,2,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,transparently,transparently,4.639982154765709,2,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,boards perform,boards perform,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,development participation,development participation,4.639982154765709,1,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,addressed successfully,addressed successfully,4.639982154765709,2,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,engage manage external,engage manage external,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,recursive phase,recursive phase,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,issues global public,issues global public,4.639982154765709,0,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,traditional systems exist,traditional systems exist,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,energy strategies,energy strategies,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,making easier,making easier,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,administrative institutional,administrative institutional,4.639982154765709,1,1,False,pilot_logodds_distinctive_ngram
TH005,Transparency,suggest igo,suggest igo,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,contributions meeting,contributions meeting,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,peer review recursive,peer review recursive,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,isab,isab,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,engage manage,engage manage,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,upstream,upstream,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,scientific advisory board,scientific advisory board,4.639982154765709,1,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,redirection energy,redirection energy,4.639982154765709,0,0,False,pilot_logodds_distinctive_ngram
TH005,Transparency,multi stakeholder approach,multi stakeholder approach,4.639982154765709,1,1,False,pilot_logodds_distinctive_ngram
TH006,Resilience,reeep,reeep,7.010756982247096,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,action world,action world,6.673945417492326,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,action world bank,action world bank,6.673945417492326,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,asian cities climate,asian cities climate,6.673945417492326,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,bank group,bank group,6.257143248732057,3,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,world bank group,world bank group,6.257143248732057,3,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,cities climate,cities climate,5.575330985642535,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,büthe global private,büthe global private,5.575330985642535,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,büthe global,büthe global,5.575330985642535,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,ungc,ungc,5.575330985642535,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,adaptive capacity,adaptive capacity,5.575330985642535,2,2,False,pilot_logodds_distinctive_ngram
TH006,Resilience,resource scarcity environmental,resource scarcity environmental,5.575330985642535,0,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,adaptation policies,adaptation policies,5.575330985642535,1,1,False,pilot_logodds_distinctive_ngram
TH006,Resilience,cities climate change,cities climate change,5.575330985642535,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,multilateral adaptation,multilateral adaptation,5.575330985642535,1,1,False,pilot_logodds_distinctive_ngram
TH006,Resilience,asian cities,asian cities,5.575330985642535,2,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,schäferhoff,schäferhoff,5.575330985642535,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,vulnerability global,vulnerability global,5.575330985642535,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,issues problems,issues problems,5.575330985642535,0,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,transnational public private,transnational public private,5.575330985642535,1,1,False,pilot_logodds_distinctive_ngram
TH006,Resilience,scarcity environmental,scarcity environmental,5.575330985642535,0,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,scarcity environmental security,scarcity environmental security,5.575330985642535,0,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,worldviews,worldviews,5.575330985642535,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,snidal governance,snidal governance,5.401314783445039,1,1,True,pilot_logodds_distinctive_ngram
TH006,Resilience,snidal governance triangle,snidal governance triangle,5.401314783445039,1,1,True,pilot_logodds_distinctive_ngram
TH006,Resilience,governance triangle,governance triangle,5.401314783445039,1,1,False,pilot_logodds_distinctive_ngram
TH006,Resilience,type ii partnerships,type ii partnerships,5.31649427523009,1,1,False,pilot_logodds_distinctive_ngram
TH006,Resilience,ii partnerships,ii partnerships,5.31649427523009,1,1,False,pilot_logodds_distinctive_ngram
TH006,Resilience,humanitarian assistance,humanitarian assistance,5.065177703753722,2,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,triangle,triangle,5.0648404036329575,2,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,business politics,business politics,5.0648404036329575,0,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,major industrial,major industrial,5.064503218690269,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,transnational public,transnational public,5.064503218690269,2,1,False,pilot_logodds_distinctive_ngram
TH006,Resilience,global private politics,global private politics,5.064503218690269,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,abbott duncan,abbott duncan,5.064503218690269,1,0,True,pilot_logodds_distinctive_ngram
TH006,Resilience,falkner private environmental,falkner private environmental,5.064503218690269,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,falkner private,falkner private,5.064503218690269,1,0,False,pilot_logodds_distinctive_ngram
TH006,Resilience,abbott duncan snidal,abbott duncan snidal,5.064503218690269,1,0,True,pilot_logodds_distinctive_ngram
TH006,Resilience,abbott snidal governance,abbott snidal governance,5.064503218690269,1,1,True,pilot_logodds_distinctive_ngram
TH006,Resilience,global private,global private,5.064503218690269,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,nssd,nssd,4.925545560249434,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,philippine,philippine,4.027499998701742,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,decision makers practice,decision makers practice,4.027499998701742,0,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,makers practice,makers practice,4.027499998701742,0,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,ncsds,ncsds,4.027499998701742,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,suppliers,suppliers,4.027499998701742,4,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,assert,assert,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,pcsd,pcsd,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,conference local development,conference local development,3.8268163079568787,0,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,risky,risky,3.8268163079568787,2,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,international conference local,international conference local,3.8268163079568787,0,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,flag convenience states,flag convenience states,3.8268163079568787,0,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,karel mayrand,karel mayrand,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,karel,karel,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,political profile,political profile,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,level best,level best,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,level best practice,level best practice,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,sustainable development nssd,sustainable development nssd,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,embeddedness igo,embeddedness igo,3.8268163079568787,0,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,relating sustainable,relating sustainable,3.8268163079568787,0,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,relating sustainable development,relating sustainable development,3.8268163079568787,0,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,collaborative schemes,collaborative schemes,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,global carbon,global carbon,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,society networks,society networks,3.8268163079568787,2,1,False,pilot_logodds_distinctive_ngram
TH007,Participation,offset credits,offset credits,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,credits,credits,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,ship owners,ship owners,3.8268163079568787,1,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,conference local,conference local,3.8268163079568787,0,0,False,pilot_logodds_distinctive_ngram
TH007,Participation,gold,gold,3.8268163079568787,2,0,False,pilot_logodds_distinctive_ngram
